Front;Back;LessonID;TopicTags;Family
urw;urw;9;auto_frequency,source_google,auto_no_translation;urw
lan;lan;10;auto_frequency,source_google,auto_no_translation;lan
rising;rising;11;auto_frequency,source_google,auto_no_translation;rising
aluminum;aluminum;12;auto_frequency,source_google,auto_no_translation;aluminum
wells;wells;1;auto_frequency,source_google,auto_no_translation;wells
wishlist;wishlist;2;auto_frequency,source_google,auto_no_translation;wishlist
opens;opens;3;auto_frequency,source_google,auto_no_translation;opens
sms;sms;4;auto_frequency,source_google,auto_no_translation;sms
shit;shit;5;auto_frequency,source_google,auto_no_translation;shit
restricted;restricted;6;auto_frequency,source_google,auto_no_translation;restricted
republican;republican;7;auto_frequency,source_google,auto_no_translation;republican
secrets;secrets;8;auto_frequency,source_google,auto_no_translation;secrets
merchants;merchants;9;auto_frequency,source_google,auto_no_translation;merchants
trailers;trailers;10;auto_frequency,source_google,auto_no_translation;trailers
philips;philips;11;auto_frequency,source_google,auto_no_translation;philips
glasses;glasses;12;auto_frequency,source_google,auto_no_translation;glasses
enables;enables;1;auto_frequency,source_google,auto_no_translation;enables
nec;nec;2;auto_frequency,source_google,auto_no_translation;nec
iraqi;iraqi;3;auto_frequency,source_google,auto_no_translation;iraqi
builder;builder;4;auto_frequency,source_google,auto_no_translation;builder
vista;vista;5;auto_frequency,source_google,auto_no_translation;vista
jessica;jessica;6;auto_frequency,source_google,auto_no_translation;jessica
chips;chips;7;auto_frequency,source_google,auto_no_translation;chips
terry;terry;8;auto_frequency,source_google,auto_no_translation;terry
foto;foto;9;auto_frequency,source_google,auto_no_translation;foto
arguments;arguments;10;auto_frequency,source_google,auto_no_translation;arguments
amsterdam;amsterdam;11;auto_frequency,source_google,auto_no_translation;amsterdam
orgy;orgy;12;auto_frequency,source_google,auto_no_translation;orgy
adventures;adventures;1;auto_frequency,source_google,auto_no_translation;adventures
pupils;pupils;2;auto_frequency,source_google,auto_no_translation;pupils
stewart;stewart;3;auto_frequency,source_google,auto_no_translation;stewart
tabs;tabs;4;auto_frequency,source_google,auto_no_translation;tabs
xx;xx;5;auto_frequency,source_google,auto_no_translation;xx
expanded;expanded;6;auto_frequency,source_google,auto_no_translation;expanded
grown;grown;7;auto_frequency,source_google,auto_no_translation;grown
polish;polish;8;auto_frequency,source_google,auto_no_translation;polish
extras;extras;9;auto_frequency,source_google,auto_no_translation;extras
gm;gm;10;auto_frequency,source_google,auto_no_translation;gm
centres;centres;11;auto_frequency,source_google,auto_no_translation;centres
jerry;jerry;12;auto_frequency,source_google,auto_no_translation;jerry
lands;lands;1;auto_frequency,source_google,auto_no_translation;lands
ri;ri;2;auto_frequency,source_google,auto_no_translation;ri
troops;troops;3;auto_frequency,source_google,auto_no_translation;troops
bulgaria;bulgaria;4;auto_frequency,source_google,auto_no_translation;bulgaria
broker;broker;5;auto_frequency,source_google,auto_no_translation;broker
charger;charger;6;auto_frequency,source_google,auto_no_translation;charger
believed;believed;7;auto_frequency,source_google,auto_no_translation;believed
pine;pine;8;auto_frequency,source_google,auto_no_translation;pine
cooling;cooling;9;auto_frequency,source_google,auto_no_translation;cooling
gulf;gulf;10;auto_frequency,source_google,auto_no_translation;gulf
rt;rt;11;auto_frequency,source_google,auto_no_translation;rt
rick;rick;12;auto_frequency,source_google,auto_no_translation;rick
trucks;trucks;1;auto_frequency,source_google,auto_no_translation;trucks
cp;cp;2;auto_frequency,source_google,auto_no_translation;cp
mechanisms;mechanisms;3;auto_frequency,source_google,auto_no_translation;mechanisms
laura;laura;4;auto_frequency,source_google,auto_no_translation;laura
shopper;shopper;5;auto_frequency,source_google,auto_no_translation;shopper
tokyo;tokyo;6;auto_frequency,source_google,auto_no_translation;tokyo
nikon;nikon;7;auto_frequency,source_google,auto_no_translation;nikon
customize;customize;8;auto_frequency,source_google,auto_no_translation;customize
candy;candy;9;auto_frequency,source_google,auto_no_translation;candy
pills;pills;10;auto_frequency,source_google,auto_no_translation;pills
tiger;tiger;11;auto_frequency,source_google,auto_no_translation;tiger
donald;donald;12;auto_frequency,source_google,auto_no_translation;donald
folks;folks;1;auto_frequency,source_google,auto_no_translation;folks
sensor;sensor;2;auto_frequency,source_google,auto_no_translation;sensor
exposed;exposed;3;auto_frequency,source_google,auto_no_translation;exposed
telecom;telecom;4;auto_frequency,source_google,auto_no_translation;telecom
angels;angels;5;auto_frequency,source_google,auto_no_translation;angels
indicators;indicators;6;auto_frequency,source_google,auto_no_translation;indicators
sealed;sealed;7;auto_frequency,source_google,auto_no_translation;sealed
thai;thai;8;auto_frequency,source_google,auto_no_translation;thai
emissions;emissions;9;auto_frequency,source_google,auto_no_translation;emissions
physicians;physicians;10;auto_frequency,source_google,auto_no_translation;physicians
loaded;loaded;11;auto_frequency,source_google,auto_no_translation;loaded
fred;fred;12;auto_frequency,source_google,auto_no_translation;fred
scenes;scenes;1;auto_frequency,source_google,auto_no_translation;scenes
experiments;experiments;2;auto_frequency,source_google,auto_no_translation;experiments
balls;balls;3;auto_frequency,source_google,auto_no_translation;balls
afghanistan;afghanistan;4;auto_frequency,source_google,auto_no_translation;afghanistan
dd;dd;5;auto_frequency,source_google,auto_no_translation;dd
spanking;spanking;6;auto_frequency,source_google,auto_no_translation;spanking
founded;founded;7;auto_frequency,source_google,auto_no_translation;founded
supplements;supplements;8;auto_frequency,source_google,auto_no_translation;supplements
icons;icons;9;auto_frequency,source_google,auto_no_translation;icons
tranny;tranny;10;auto_frequency,source_google,auto_no_translation;tranny
den;den;11;auto_frequency,source_google,auto_no_translation;den
catering;catering;12;auto_frequency,source_google,auto_no_translation;catering
aud;aud;1;auto_frequency,source_google,auto_no_translation;aud
keeps;keeps;2;auto_frequency,source_google,auto_no_translation;keeps
camcorder;camcorder;3;auto_frequency,source_google,auto_no_translation;camcorder
pl;pl;4;auto_frequency,source_google,auto_no_translation;pl
trained;trained;5;auto_frequency,source_google,auto_no_translation;trained
implementing;implementing;6;auto_frequency,source_google,auto_no_translation;implementing
roses;roses;7;auto_frequency,source_google,auto_no_translation;roses
labs;labs;8;auto_frequency,source_google,auto_no_translation;labs
motors;motors;9;auto_frequency,source_google,auto_no_translation;motors
roberts;roberts;10;auto_frequency,source_google,auto_no_translation;roberts
gonna;gonna;11;auto_frequency,source_google,auto_no_translation;gonna
dynamics;dynamics;12;auto_frequency,source_google,auto_no_translation;dynamics
crm;crm;1;auto_frequency,source_google,auto_no_translation;crm
rf;rf;2;auto_frequency,source_google,auto_no_translation;rf
cumshots;cumshots;3;auto_frequency,source_google,auto_no_translation;cumshots
billy;billy;4;auto_frequency,source_google,auto_no_translation;billy
revenues;revenues;5;auto_frequency,source_google,auto_no_translation;revenues
emerging;emerging;6;auto_frequency,source_google,auto_no_translation;emerging
bukkake;bukkake;7;auto_frequency,source_google,auto_no_translation;bukkake
ak;ak;8;auto_frequency,source_google,auto_no_translation;ak
fe;fe;9;auto_frequency,source_google,auto_no_translation;fe
craig;craig;10;auto_frequency,source_google,auto_no_translation;craig
producing;producing;11;auto_frequency,source_google,auto_no_translation;producing
churches;churches;12;auto_frequency,source_google,auto_no_translation;churches
damages;damages;1;auto_frequency,source_google,auto_no_translation;damages
reserves;reserves;2;auto_frequency,source_google,auto_no_translation;reserves
contributed;contributed;3;auto_frequency,source_google,auto_no_translation;contributed
shorts;shorts;4;auto_frequency,source_google,auto_no_translation;shorts
td;td;5;auto_frequency,source_google,auto_no_translation;td
amp;amp;6;auto_frequency,source_google,auto_no_translation;amp
ingredients;ingredients;7;auto_frequency,source_google,auto_no_translation;ingredients
sb;sb;8;auto_frequency,source_google,auto_no_translation;sb
johnny;johnny;9;auto_frequency,source_google,auto_no_translation;johnny
recorder;recorder;10;auto_frequency,source_google,auto_no_translation;recorder
complaints;complaints;11;auto_frequency,source_google,auto_no_translation;complaints
facing;facing;12;auto_frequency,source_google,auto_no_translation;facing
sm;sm;1;auto_frequency,source_google,auto_no_translation;sm
nancy;nancy;2;auto_frequency,source_google,auto_no_translation;nancy
promotions;promotions;3;auto_frequency,source_google,auto_no_translation;promotions
tones;tones;4;auto_frequency,source_google,auto_no_translation;tones
maintaining;maintaining;5;auto_frequency,source_google,auto_no_translation;maintaining
laid;laid;6;auto_frequency,source_google,auto_no_translation;laid
clay;clay;7;auto_frequency,source_google,auto_no_translation;clay
patches;patches;8;auto_frequency,source_google,auto_no_translation;patches
usc;usc;9;auto_frequency,source_google,auto_no_translation;usc
towns;towns;10;auto_frequency,source_google,auto_no_translation;towns
environments;environments;11;auto_frequency,source_google,auto_no_translation;environments
trembl;trembl;12;auto_frequency,source_google,auto_no_translation;trembl
divided;divided;1;auto_frequency,source_google,auto_no_translation;divided
blvd;blvd;2;auto_frequency,source_google,auto_no_translation;blvd
amd;amd;3;auto_frequency,source_google,auto_no_translation;amd
emails;emails;4;auto_frequency,source_google,auto_no_translation;emails
cyprus;cyprus;5;auto_frequency,source_google,auto_no_translation;cyprus
wv;wv;6;auto_frequency,source_google,auto_no_translation;wv
seminars;seminars;7;auto_frequency,source_google,auto_no_translation;seminars
consequences;consequences;8;auto_frequency,source_google,auto_no_translation;consequences
makers;makers;9;auto_frequency,source_google,auto_no_translation;makers
hearts;hearts;10;auto_frequency,source_google,auto_no_translation;hearts
appearing;appearing;11;auto_frequency,source_google,auto_no_translation;appearing
ns;ns;12;auto_frequency,source_google,auto_no_translation;ns
eve;eve;1;auto_frequency,source_google,auto_no_translation;eve
carter;carter;2;auto_frequency,source_google,auto_no_translation;carter
marc;marc;3;auto_frequency,source_google,auto_no_translation;marc
processed;processed;4;auto_frequency,source_google,auto_no_translation;processed
raising;raising;5;auto_frequency,source_google,auto_no_translation;raising
implications;implications;6;auto_frequency,source_google,auto_no_translation;implications
functionality;functionality;7;auto_frequency,source_google,auto_no_translation;functionality
paradise;paradise;8;auto_frequency,source_google,auto_no_translation;paradise
hybrid;hybrid;9;auto_frequency,source_google,auto_no_translation;hybrid
reads;reads;10;auto_frequency,source_google,auto_no_translation;reads
roles;roles;11;auto_frequency,source_google,auto_no_translation;roles
sons;sons;12;auto_frequency,source_google,auto_no_translation;sons
platforms;platforms;1;auto_frequency,source_google,auto_no_translation;platforms
ja;ja;2;auto_frequency,source_google,auto_no_translation;ja
billing;billing;3;auto_frequency,source_google,auto_no_translation;billing
diesel;diesel;4;auto_frequency,source_google,auto_no_translation;diesel
geographic;geographic;5;auto_frequency,source_google,auto_no_translation;geographic
bs;bs;6;auto_frequency,source_google,auto_no_translation;bs
saudi;saudi;7;auto_frequency,source_google,auto_no_translation;saudi
cuba;cuba;8;auto_frequency,source_google,auto_no_translation;cuba
hrs;hrs;9;auto_frequency,source_google,auto_no_translation;hrs
districts;districts;10;auto_frequency,source_google,auto_no_translation;districts
promotional;promotional;11;auto_frequency,source_google,auto_no_translation;promotional
kate;kate;12;auto_frequency,source_google,auto_no_translation;kate
chevrolet;chevrolet;1;auto_frequency,source_google,auto_no_translation;chevrolet
babies;babies;2;auto_frequency,source_google,auto_no_translation;babies
bi;bi;3;auto_frequency,source_google,auto_no_translation;bi
